RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =         3289     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
  998 1031     0     0  con    0  1.0D+00  2.6D-02  5.556D-05  4.552D-01
  999 1032     0     0  con    0  1.0D+00  4.0D-02  9.370D-05  4.552D-01
 1000 1033     0     0  con    0  1.0D+00  7.1D-02  1.511D-04  4.552D-01
 1001 1034     0     0  con    0  1.0D+00  1.5D-01  2.363D-04  4.552D-01
 1002 1035     0     0  con    0  1.0D+00  6.3D-02  2.046D-04  4.552D-01
 1003 1036     0     0  con    0  1.0D+00  1.3D-01  9.618D-05  4.552D-01
 1004 1037     0     0  con    0  1.0D+00  9.4D-02  6.961D-05  4.552D-01
 1005 1038     0     0  con    0  1.0D+00  3.5D-02  6.486D-05  4.552D-01
 1006 1039     0     0  con    0  1.0D+00  1.8D-02  1.597D-05  4.552D-01
 1007 1040     0     0  con    0  1.0D+00  1.2D-02  1.560D-05  4.552D-01
 1008 1041     0     0  con    0  1.0D+00  3.2D-02  2.801D-05  4.552D-01
 1009 1042     0     0  con    0  1.0D+00  5.1D-02  5.685D-05  4.552D-01
 1010 1043     0     0  con    0  1.0D+00  1.2D-01  1.342D-04  4.552D-01
 1011 1044     0     0  con    0  1.0D+00  1.4D-01  1.282D-04  4.552D-01
 1012 1045     0     0  con    0  1.0D+00  1.6D-01  1.052D-04  4.552D-01
 1013 1046     0     0  con    0  1.0D+00  2.1D-01  2.219D-04  4.552D-01
 1014 1047     0     0  con    0  1.0D+00  4.3D-02  8.349D-05  4.552D-01
 1015 1048     0     0  con    0  1.0D+00  3.3D-02  6.964D-05  4.552D-01
 1016 1049     0     0  con    0  1.0D+00  5.7D-02  6.021D-05  4.552D-01
 1017 1050     0     0  con    0  1.0D+00  6.0D-02  8.268D-05  4.552D-01
 1018 1051     0     0  con    0  1.0D+00  8.8D-02  1.495D-04  4.552D-01
 1019 1052     0     0  con    0  1.0D+00  1.7D-01  1.931D-04  4.552D-01
 1020 1053     0     0  con    0  1.0D+00  2.7D-01  1.900D-04  4.552D-01
 1021 1054     0     0  con    0  1.0D+00  4.7D-02  8.410D-05  4.552D-01
 1022 1055     0     0  con    0  1.0D+00  1.5D-02  5.545D-05  4.552D-01
 1023 1056     0     0  con    0  1.0D+00  5.5D-02  4.126D-05  4.552D-01
 1024 1057     0     0  con    0  1.0D+00  6.9D-02  9.745D-05  4.552D-01
 1025 1058     0     0  con    0  1.0D+00  2.5D-02  8.311D-05  4.552D-01
 1026 1059     0     0  con    0  1.0D+00  4.0D-02  5.795D-05  4.552D-01
 1027 1060     0     0  con    0  1.0D+00  4.2D-02  7.855D-05  4.552D-01
 1028 1061     0     0  con    0  1.0D+00  7.8D-02  1.345D-04  4.552D-01
 1029 1062     0     0  con    0  1.0D+00  8.3D-02  1.501D-04  4.552D-01
 1030 1063     0     0  con    0  1.0D+00  1.5D-01  1.542D-04  4.552D-01
 1031 1064     0     0  con    0  1.0D+00  2.2D-01  1.733D-04  4.552D-01
 1032 1065     0     0  con    0  1.0D+00  2.5D-02  5.471D-05  4.552D-01
 1033 1066     0     0  con    0  1.0D+00  1.5D-02  4.210D-05  4.552D-01
 1034 1067     0     0  con    0  1.0D+00  3.5D-02  3.222D-05  4.552D-01
 1035 1068     0     0  con    0  1.0D+00  4.4D-02  3.624D-05  4.552D-01
 1036 1069     0     0  con    0  1.0D+00  2.1D-02  4.178D-05  4.552D-01
 1037 1070     0     0  con    0  1.0D+00  2.3D-02  4.188D-05  4.552D-01
 1038 1071     0     0  con    0  1.0D+00  3.7D-02  3.706D-05  4.552D-01
 1039 1072     0     0  con    0  1.0D+00  9.0D-02  4.566D-05  4.552D-01
 1040 1073     0     0  con    0  1.0D+00  1.2D-01  5.950D-05  4.552D-01
 1041 1074     0     0  con    0  1.0D+00  3.8D-02  6.792D-05  4.552D-01
 1042 1075     0     0  con    0  1.0D+00  2.5D-02  6.314D-05  4.552D-01
 1043 1076     0     0  con    0  1.0D+00  1.9D-02  5.981D-05  4.552D-01
 1044 1077     0     0  con    0  1.0D+00  7.2D-02  8.374D-05  4.552D-01
 1045 1078     0     0  con    0  1.0D+00  9.8D-02  1.272D-04  4.552D-01
 1046 1079     0     0  con    0  1.0D+00  1.5D-01  1.218D-04  4.552D-01
 1047 1080     0     0  con    0  1.0D+00  2.6D-01  1.405D-04  4.552D-01
 1048 1081     0     0  con    0  1.0D+00  3.5D-02  7.634D-05  4.551D-01
 1049 1082     0     0  con    0  1.0D+00  3.6D-02  4.985D-05  4.551D-01
 1050 1083     0     0  con    0  1.0D+00  9.0D-02  9.045D-05  4.551D-01
 1051 1085     0     0  con    1  3.6D-01  5.3D-02  6.430D-05  4.551D-01
 1052 1086     0     0  con    0  1.0D+00  7.2D-02  3.687D-05  4.551D-01
 1053 1087     0     0  con    0  1.0D+00  4.4D-02  2.661D-05  4.551D-01
 1054 1088     0     0  con    0  1.0D+00  1.9D-02  2.884D-05  4.551D-01
 1055 1089     0     0  con    0  1.0D+00  6.1D-03  2.433D-05  4.551D-01
 1056 1090     0     0  con    0  1.0D+00  1.6D-02  6.810D-05  4.551D-01
 1057 1091     0     0  con    0  1.0D+00  2.6D-02  1.345D-04  4.551D-01
 1058 1092     0     0  con    0  1.0D+00  2.7D-02  1.624D-04  4.551D-01
 1059 1093     0     0  con    0  1.0D+00  1.1D-01  1.924D-04  4.551D-01
 1060 1094     0     0  con    0  1.0D+00  1.1D-01  1.471D-04  4.551D-01
 1061 1095     0     0  con    0  1.0D+00  1.2D-01  6.904D-05  4.551D-01
 1062 1096     0     0  con    0  1.0D+00  4.7D-02  5.265D-05  4.551D-01
 1063 1097     0     0  con    0  1.0D+00  7.3D-02  8.229D-05  4.551D-01
 1064 1098     0     0  con    0  1.0D+00  7.0D-02  1.022D-04  4.551D-01
 1065 1099     0     0  con    0  1.0D+00  2.4D-01  1.258D-04  4.551D-01
 1066 1101     0     0  con    1  4.5D-01  1.9D-01  1.366D-04  4.551D-01
 1067 1102     0     0  con    0  1.0D+00  1.4D-01  5.239D-05  4.551D-01
 1068 1103     0     0  con    0  1.0D+00  1.6D-02  1.737D-05  4.551D-01
 1069 1104     0     0  con    0  1.0D+00  1.6D-02  1.798D-05  4.551D-01
 1070 1105     0     0  con    0  1.0D+00  1.1D-02  1.543D-05  4.551D-01
 1071 1106     0     0  con    0  1.0D+00  3.8D-02  3.971D-05  4.551D-01
 1072 1107     0     0  con    0  1.0D+00  3.2D-02  5.236D-05  4.551D-01
 1073 1108     0     0  con    0  1.0D+00  3.6D-02  5.555D-05  4.551D-01
 1074 1109     0     0  con    0  1.0D+00  7.3D-02  8.948D-05  4.551D-01
 1075 1110     0     0  con    0  1.0D+00  9.9D-03  2.450D-05  4.551D-01
 1076 1111     0     0  con    0  1.0D+00  9.8D-03  3.171D-05  4.551D-01
 1077 1112     0     0  con    0  1.0D+00  4.1D-02  6.514D-05  4.551D-01
 1078 1113     0     0  con    0  1.0D+00  5.5D-02  8.800D-05  4.551D-01
 1079 1114     0     0  con    0  1.0D+00  3.3D-02  7.203D-05  4.551D-01
 1080 1115     0     0  con    0  1.0D+00  6.2D-02  2.584D-05  4.551D-01
 1081 1116     0     0  con    0  1.0D+00  1.9D-02  2.418D-05  4.551D-01
 1082 1117     0     0  con    0  1.0D+00  1.6D-02  2.372D-05  4.551D-01
 1083 1118     0     0  con    0  1.0D+00  1.3D-02  2.789D-05  4.551D-01
 1084 1119     0     0  con    0  1.0D+00  5.7D-02  6.642D-05  4.551D-01
 1085 1120     0     0  con    0  1.0D+00  7.1D-02  8.163D-05  4.551D-01
 1086 1121     0     0  con    0  1.0D+00  1.6D-01  1.462D-04  4.551D-01
 1087 1122     0     0  con    0  1.0D+00  1.5D-02  6.069D-05  4.551D-01
 1088 1123     0     0  con    0  1.0D+00  1.2D-02  5.192D-05  4.551D-01
 1089 1124     0     0  con    0  1.0D+00  6.5D-03  3.699D-05  4.551D-01
 1090 1125     0     0  con    0  1.0D+00  1.1D-02  3.975D-05  4.551D-01
 1091 1126     0     0  con    0  1.0D+00  1.9D-02  4.429D-05  4.551D-01
 1092 1127     0     0  con    0  1.0D+00  1.3D-02  3.538D-05  4.551D-01
 1093 1128     0     0  con    0  1.0D+00  1.3D-02  2.779D-05  4.551D-01
 1094 1129     0     0  con    0  1.0D+00  2.2D-02  2.701D-05  4.551D-01
 1095 1130     0     0  con    0  1.0D+00  4.8D-02  4.232D-05  4.551D-01
 1096 1131     0     0  con    0  1.0D+00  5.8D-03  1.880D-05  4.551D-01
 1097 1132     0     0  con    0  1.0D+00  4.4D-03  1.966D-05  4.551D-01
 1098 1133     0     0  con    0  1.0D+00  1.1D-02  2.559D-05  4.551D-01
 1099 1134     0     0  con    0  1.0D+00  1.9D-02  3.565D-05  4.551D-01
 1100 1135     0     0  con    0  1.0D+00  5.4D-02  5.656D-05  4.551D-01
 1101 1136     0     0  con    0  1.0D+00  1.1D-01  8.051D-05  4.551D-01
 1102 1137     0     0  con    0  1.0D+00  1.7D-01  1.335D-04  4.551D-01
 1103 1138     0     0  con    0  1.0D+00  2.1D-02  3.881D-05  4.551D-01
 1104 1139     0     0  con    0  1.0D+00  1.1D-02  1.324D-05  4.551D-01
 1105 1140     0     0  con    0  1.0D+00  1.0D-02  1.125D-05  4.551D-01
 1106 1141     0     0  con    0  1.0D+00  7.6D-03  1.288D-05  4.551D-01
 1107 1142     0     0  con    0  1.0D+00  2.3D-02  2.833D-05  4.551D-01
 1108 1143     0     0  con    0  1.0D+00  3.2D-02  3.807D-05  4.551D-01
 1109 1144     0     0  con    0  1.0D+00  3.4D-02  3.902D-05  4.551D-01
 1110 1145     0     0  con    0  1.0D+00  3.4D-02  2.859D-05  4.551D-01
 1111 1146     0     0  con    0  1.0D+00  2.1D-02  3.666D-05  4.551D-01
 1112 1147     0     0  con    0  1.0D+00  1.3D-02  2.757D-05  4.551D-01
 1113 1148     0     0  con    0  1.0D+00  6.1D-03  2.736D-05  4.551D-01
 1114 1149     0     0  con    0  1.0D+00  1.3D-02  3.027D-05  4.551D-01
 1115 1150     0     0  con    0  1.0D+00  1.5D-02  5.157D-05  4.551D-01
 1116 1151     0     0  con    0  1.0D+00  3.7D-02  8.648D-05  4.551D-01
 1117 1152     0     0  con    0  1.0D+00  6.2D-02  9.244D-05  4.551D-01
 1118 1153     0     0  con    0  1.0D+00  6.7D-03  7.003D-05  4.551D-01
 1119 1154     0     0  con    0  1.0D+00  5.9D-03  3.753D-05  4.551D-01
 1120 1155     0     0  con    0  1.0D+00  1.4D-02  2.990D-05  4.551D-01
 1121 1156     0     0  con    0  1.0D+00  2.4D-02  3.930D-05  4.551D-01
 1122 1157     0     0  con    0  1.0D+00  2.9D-02  3.178D-05  4.551D-01
 1123 1158     0     0  con    0  1.0D+00  2.0D-02  1.857D-05  4.551D-01
 1124 1159     0     0  con    0  1.0D+00  2.2D-02  2.310D-05  4.551D-01
 1125 1160     0     0  con    0  1.0D+00  1.6D-02  2.357D-05  4.551D-01
 1126 1161     0     0  con    0  1.0D+00  2.4D-02  2.487D-05  4.551D-01
 1127 1162     0     0  con    0  1.0D+00  5.7D-02  4.353D-05  4.551D-01
 1128 1163     0     0  con    0  1.0D+00  5.5D-02  8.225D-05  4.551D-01
 1129 1164     0     0  con    0  1.0D+00  1.5D-02  9.549D-05  4.551D-01
 1130 1165     0     0  con    0  1.0D+00  4.3D-02  1.108D-04  4.551D-01
 1131 1166     0     0  con    0  1.0D+00  7.1D-02  1.257D-04  4.551D-01
 1132 1167     0     0  con    0  1.0D+00  1.7D-01  1.553D-04  4.551D-01
 1133 1168     0     0  con    0  1.0D+00  2.2D-01  1.598D-04  4.551D-01
 1134 1170     0     0  con    1  3.1D-01  1.2D-01  1.451D-04  4.551D-01
 1135 1171     0     0  con    0  1.0D+00  6.9D-02  7.942D-05  4.551D-01
 1136 1172     0     0  con    0  1.0D+00  2.7D-02  3.552D-05  4.551D-01
 1137 1173     0     0  con    0  1.0D+00  1.6D-02  4.021D-05  4.551D-01
 1138 1174     0     0  con    0  1.0D+00  2.9D-02  6.823D-05  4.551D-01
 1139 1175     0     0  con    0  1.0D+00  7.0D-02  1.153D-04  4.551D-01
 1140 1176     0     0  con    0  1.0D+00  4.5D-02  5.679D-05  4.551D-01
 1141 1177     0     0  con    0  1.0D+00  2.6D-02  4.880D-05  4.551D-01
 1142 1178     0     0  con    0  1.0D+00  1.4D-02  3.822D-05  4.551D-01
 1143 1179     0     0  con    0  1.0D+00  1.5D-02  3.599D-05  4.551D-01
 1144 1180     0     0  con    0  1.0D+00  1.4D-02  4.183D-05  4.551D-01
 1145 1181     0     0  con    0  1.0D+00  1.2D-02  5.256D-05  4.551D-01
 1146 1182     0     0  con    0  1.0D+00  3.9D-02  7.082D-05  4.551D-01
 1147 1183     0     0  con    0  1.0D+00  5.9D-02  6.200D-05  4.551D-01
 1148 1184     0     0  con    0  1.0D+00  5.1D-02  4.217D-05  4.551D-01
 1149 1185     0     0  con    0  1.0D+00  5.8D-02  4.036D-05  4.551D-01
 1150 1186     0     0  con    0  1.0D+00  7.2D-02  6.389D-05  4.551D-01
 1151 1187     0     0  con    0  1.0D+00  6.3D-02  8.437D-05  4.551D-01
 1152 1188     0     0  con    0  1.0D+00  1.8D-01  9.892D-05  4.551D-01
 1153 1189     0     0  con    0  1.0D+00  2.4D-01  1.072D-04  4.551D-01
 1154 1191     0     0  con    1  4.4D-01  1.0D-01  5.995D-05  4.551D-01
 1155 1192     0     0  con    0  1.0D+00  1.8D-02  3.122D-05  4.551D-01
 1156 1193     0     0  con    0  1.0D+00  8.3D-03  1.736D-05  4.551D-01
 1157 1194     0     0  con    0  1.0D+00  8.8D-03  2.233D-05  4.551D-01
 1158 1195     0     0  con    0  1.0D+00  2.9D-02  3.321D-05  4.551D-01
 1159 1196     0     0  con    0  1.0D+00  3.9D-02  6.860D-05  4.551D-01
 1160 1197     0     0  con    0  1.0D+00  2.6D-02  4.887D-05  4.551D-01
 1161 1198     0     0  con    0  1.0D+00  5.1D-02  3.557D-05  4.551D-01
 1162 1199     0     0  con    0  1.0D+00  4.4D-02  4.215D-05  4.551D-01
 1163 1200     0     0  con    0  1.0D+00  4.4D-02  4.848D-05  4.551D-01
 1164 1202     0     0  con    1  5.1D-01  1.9D-02  5.174D-05  4.551D-01
 1165 1203     0     0  con    0  1.0D+00  1.5D-02  4.812D-05  4.551D-01
 1166 1204     0     0  con    0  1.0D+00  3.6D-02  4.363D-05  4.551D-01
 1167 1205     0     0  con    0  1.0D+00  4.8D-02  6.374D-05  4.551D-01
 1168 1206     0     0  con    0  1.0D+00  8.3D-02  7.756D-05  4.551D-01
 1169 1207     0     0  con    0  1.0D+00  5.1D-02  6.045D-05  4.551D-01
 1170 1208     0     0  con    0  1.0D+00  5.3D-02  2.900D-05  4.551D-01
 1171 1209     0     0  con    0  1.0D+00  9.3D-02  5.165D-05  4.551D-01
 1172 1210     0     0  con    0  1.0D+00  7.7D-02  7.072D-05  4.551D-01
 1173 1211     0     0  con    0  1.0D+00  1.7D-01  5.638D-05  4.550D-01
 1174 1213     0     0  con    1  4.2D-01  6.9D-02  4.271D-05  4.550D-01
 1175 1214     0     0  con    0  1.0D+00  6.9D-02  1.900D-05  4.550D-01
 1176 1215     0     0  con    0  1.0D+00  4.0D-03  2.894D-05  4.550D-01
 1177 1216     0     0  con    0  1.0D+00  1.7D-02  4.182D-05  4.550D-01
 1178 1217     0     0  con    0  1.0D+00  3.6D-02  6.220D-05  4.550D-01
 1179 1218     0     0  con    0  1.0D+00  3.9D-02  7.444D-05  4.550D-01
 1180 1219     0     0  con    0  1.0D+00  5.7D-02  8.512D-05  4.550D-01
 1181 1220     0     0  con    0  1.0D+00  6.0D-02  4.514D-05  4.550D-01
 1182 1221     0     0  con    0  1.0D+00  9.8D-02  5.305D-05  4.550D-01
 1183 1222     0     0  con    0  1.0D+00  9.0D-02  6.349D-05  4.550D-01
 1184 1223     0     0  con    0  1.0D+00  9.3D-02  8.682D-05  4.550D-01
 1185 1224     0     0  con    0  1.0D+00  2.1D-01  9.468D-05  4.550D-01
 1186 1225     0     0  con    0  1.0D+00  1.6D-01  7.278D-05  4.550D-01
 1187 1226     0     0  con    0  1.0D+00  2.9D-02  8.407D-05  4.550D-01
 1188 1227     0     0  con    0  1.0D+00  1.7D-02  8.548D-05  4.550D-01
 1189 1228     0     0  con    0  1.0D+00  3.2D-02  7.330D-05  4.550D-01
 1190 1229     0     0  con    0  1.0D+00  1.0D-01  7.129D-05  4.550D-01
 1191 1230     0     0  con    0  1.0D+00  2.2D-02  7.039D-05  4.550D-01
 1192 1231     0     0  con    0  1.0D+00  4.6D-03  4.561D-05  4.550D-01
 1193 1232     0     0  con    0  1.0D+00  2.8D-02  1.905D-05  4.550D-01
 1194 1233     0     0  con    0  1.0D+00  4.0D-02  4.978D-05  4.550D-01
 1195 1234     0     0  con    0  1.0D+00  2.7D-02  1.393D-05  4.550D-01
 1196 1235     0     0  con    0  1.0D+00  2.1D-02  1.295D-05  4.550D-01
 1197 1236     0     0  con    0  1.0D+00  2.2D-02  1.840D-05  4.550D-01
 1198 1237     0     0  con    0  1.0D+00  3.4D-02  2.669D-05  4.550D-01
 1199 1238     0     0  con    0  1.0D+00  4.5D-02  2.496D-05  4.550D-01
 1200 1239     0     0  con    0  1.0D+00  3.6D-02  3.570D-05  4.550D-01
 1201 1240     0     0  con    0  1.0D+00  1.6D-02  2.834D-05  4.550D-01
 1202 1241     0     0  con    0  1.0D+00  2.1D-02  2.669D-05  4.550D-01
 1203 1242     0     0  con    0  1.0D+00  4.0D-02  2.999D-05  4.550D-01
 1204 1243     0     0  con    0  1.0D+00  5.5D-02  4.578D-05  4.550D-01
 1205 1244     0     0  con    0  1.0D+00  7.5D-03  3.752D-05  4.550D-01
 1206 1245     0     0  con    0  1.0D+00  1.6D-02  3.939D-05  4.550D-01
 1207 1246     0     0  con    0  1.0D+00  3.3D-02  4.710D-05  4.550D-01
 1208 1247     0     0  con    0  1.0D+00  9.3D-02  5.377D-05  4.550D-01
 1209 1248     0     0  con    0  1.0D+00  1.7D-01  7.379D-05  4.550D-01
 1210 1249     0     0  con    0  1.0D+00  1.5D-01  7.055D-05  4.550D-01
 1211 1250     0     0  con    0  1.0D+00  8.4D-02  5.947D-05  4.550D-01
 1212 1251     0     0  con    0  1.0D+00  1.1D-01  3.674D-05  4.550D-01
 1213 1252     0     0  con    0  1.0D+00  5.7D-02  4.379D-05  4.550D-01
 1214 1253     0     0  con    0  1.0D+00  4.2D-02  1.904D-05  4.550D-01
 1215 1254     0     0  con    0  1.0D+00  1.7D-02  2.427D-05  4.550D-01
 1216 1255     0     0  con    0  1.0D+00  1.1D-02  2.281D-05  4.550D-01
 1217 1256     0     0  con    0  1.0D+00  6.5D-03  2.136D-05  4.550D-01
 1218 1257     0     0  con    0  1.0D+00  2.6D-02  4.118D-05  4.550D-01
 1219 1258     0     0  con    0  1.0D+00  4.6D-02  7.187D-05  4.550D-01
 1220 1259     0     0  con    0  1.0D+00  6.9D-02  1.079D-04  4.550D-01
 1221 1260     0     0  con    0  1.0D+00  4.8D-02  1.076D-04  4.550D-01
 1222 1261     0     0  con    0  1.0D+00  1.4D-01  1.452D-04  4.550D-01
 1223 1262     0     0  con    0  1.0D+00  1.1D-01  1.985D-04  4.550D-01
 1224 1263     0     0  con    0  1.0D+00  4.6D-02  1.906D-04  4.550D-01
 1225 1264     0     0  con    0  1.0D+00  1.1D-01  1.289D-04  4.550D-01
 1226 1265     0     0  con    0  1.0D+00  4.2D-02  7.962D-05  4.550D-01
 1227 1266     0     0  con    0  1.0D+00  2.0D-02  4.973D-05  4.550D-01
 1228 1267     0     0  con    0  1.0D+00  5.9D-02  1.592D-05  4.550D-01
 1229 1268     0     0  con    0  1.0D+00  7.5D-02  3.239D-05  4.550D-01
 1230 1269     0     0  con    0  1.0D+00  1.6D-01  7.410D-05  4.550D-01
 1231 1270     0     0  con    0  1.0D+00  6.1D-02  6.228D-05  4.550D-01
 1232 1271     0     0  con    0  1.0D+00  3.4D-02  4.628D-05  4.550D-01
 1233 1272     0     0  con    0  1.0D+00  7.7D-02  4.130D-05  4.550D-01
 1234 1273     0     0  con    0  1.0D+00  1.1D-01  5.537D-05  4.550D-01
 1235 1274     0     0  con    0  1.0D+00  1.6D-02  2.075D-05  4.550D-01
 1236 1275     0     0  con    0  1.0D+00  2.0D-02  1.836D-05  4.550D-01
 1237 1276     0     0  con    0  1.0D+00  3.0D-02  3.209D-05  4.550D-01
 1238 1277     0     0  con    0  1.0D+00  5.1D-02  2.871D-05  4.550D-01
 1239 1278     0     0  con    0  1.0D+00  1.4D-01  7.429D-05  4.550D-01
 1240 1279     0     0  con    0  1.0D+00  7.7D-03  2.982D-05  4.550D-01
 1241 1280     0     0  con    0  1.0D+00  1.4D-02  2.979D-05  4.550D-01
 1242 1281     0     0  con    0  1.0D+00  3.5D-02  4.383D-05  4.550D-01
 1243 1282     0     0  con    0  1.0D+00  7.6D-02  4.280D-05  4.550D-01
 1244 1283     0     0  con    0  1.0D+00  9.6D-02  4.576D-05  4.550D-01
 1245 1284     0     0  con    0  1.0D+00  2.4D-03  3.267D-05  4.550D-01
 1246 1285     0     0  con    0  1.0D+00  6.5D-03  2.288D-05  4.550D-01
 1247 1286     0     0  con    0  1.0D+00  1.5D-02  3.461D-05  4.550D-01
 1248 1287     0     0  con    0  1.0D+00  3.9D-02  5.371D-05  4.550D-01
 1249 1288     0     0  con    0  1.0D+00  4.8D-02  5.585D-05  4.550D-01
 1250 1289     0     0  con    0  1.0D+00  4.3D-02  9.567D-05  4.550D-01
 1251 1290     0     0  con    0  1.0D+00  2.9D-02  1.025D-04  4.550D-01
 1252 1291     0     0  con    0  1.0D+00  4.7D-02  7.258D-05  4.550D-01
 1253 1292     0     0  con    0  1.0D+00  6.8D-02  9.447D-05  4.550D-01
 1254 1293     0     0  con    0  1.0D+00  7.5D-02  1.076D-04  4.550D-01
 1255 1294     0     0  con    0  1.0D+00  8.0D-03  4.929D-05  4.550D-01
 1256 1295     0     0  con    0  1.0D+00  1.9D-02  5.551D-05  4.550D-01
 1257 1296     0     0  con    0  1.0D+00  2.5D-02  9.388D-05  4.550D-01
 1258 1297     0     0  con    0  1.0D+00  3.9D-02  1.056D-04  4.550D-01
 1259 1299     0     0  con    1  2.8D-01  2.6D-02  7.942D-05  4.550D-01
 1260 1300     0     0  con    0  1.0D+00  4.5D-02  5.747D-05  4.550D-01
 1261 1301     0     0  con    0  1.0D+00  4.5D-02  5.344D-05  4.550D-01
 1262 1302     0     0  con    0  1.0D+00  6.6D-02  6.092D-05  4.550D-01
 1263 1303     0     0  con    0  1.0D+00  7.6D-02  7.872D-05  4.550D-01
 1264 1304     0     0  con    0  1.0D+00  8.7D-02  8.206D-05  4.550D-01
 1265 1305     0     0  con    0  1.0D+00  2.8D-01  1.077D-04  4.550D-01
 1266 1306     0     0  con    0  1.0D+00  2.2D-01  4.550D-05  4.550D-01
 1267 1307     0     0  con    0  1.0D+00  5.8D-02  2.611D-05  4.550D-01
 1268 1308     0     0  con    0  1.0D+00  1.2D-01  7.990D-05  4.550D-01
 1269 1309     0     0  con    0  1.0D+00  7.9D-02  7.624D-05  4.550D-01
 1270 1310     0     0  con    0  1.0D+00  3.6D-03  5.754D-05  4.550D-01
 1271 1311     0     0  con    0  1.0D+00  4.8D-02  2.152D-05  4.550D-01
 1272 1312     0     0  con    0  1.0D+00  4.3D-02  1.712D-05  4.550D-01
 1273 1314     0     0  con    1  3.7D-01  1.5D-02  1.705D-05  4.550D-01
 1274 1315     0     0  con    0  1.0D+00  1.4D-02  1.420D-05  4.550D-01
 1275 1316     0     0  con    0  1.0D+00  8.0D-03  1.803D-05  4.550D-01
 1276 1317     0     0  con    0  1.0D+00  2.0D-02  3.292D-05  4.550D-01
 1277 1318     0     0  con    0  1.0D+00  5.0D-02  5.939D-05  4.550D-01
 1278 1319     0     0  con    0  1.0D+00  8.9D-02  8.696D-05  4.550D-01
 1279 1320     0     0  con    0  1.0D+00  1.5D-01  9.636D-05  4.550D-01
 1280 1321     0     0  con    0  1.0D+00  2.0D-01  1.117D-04  4.550D-01
 1281 1322     0     0  con    0  1.0D+00  6.6D-02  1.565D-05  4.550D-01
 1282 1323     0     0  con    0  1.0D+00  3.2D-02  2.515D-05  4.550D-01
 1283 1324     0     0  con    0  1.0D+00  2.0D-02  4.204D-05  4.550D-01
 1284 1325     0     0  con    0  1.0D+00  3.4D-02  5.531D-05  4.550D-01
 1285 1326     0     0  con    0  1.0D+00  4.6D-02  6.095D-05  4.550D-01
 1286 1328     0     0  con    1  5.2D-01  6.2D-02  5.539D-05  4.550D-01
 1287 1329     0     0  con    0  1.0D+00  4.1D-02  3.836D-05  4.550D-01
 1288 1330     0     0  con    0  1.0D+00  9.6D-03  2.520D-05  4.550D-01
 1289 1331     0     0  con    0  1.0D+00  7.0D-03  2.540D-05  4.550D-01
 1290 1332     0     0  con    0  1.0D+00  5.1D-03  3.164D-05  4.550D-01
 1291 1333     0     0  con    0  1.0D+00  1.1D-02  4.049D-05  4.550D-01
 1292 1334     0     0  con    0  1.0D+00  3.4D-02  6.649D-05  4.550D-01
 1293 1335     0     0  con    0  1.0D+00  7.0D-02  9.989D-05  4.550D-01
 1294 1336     0     0  con    0  1.0D+00  9.0D-02  1.281D-04  4.550D-01
 1295 1337     0     0  con    0  1.0D+00  3.6D-01  1.809D-04  4.550D-01
 1296 1338     0     0  con    0  1.0D+00  1.9D-01  1.345D-04  4.550D-01
 1297 1339     0     0  con    0  1.0D+00  7.8D-02  7.433D-05  4.550D-01
 1298 1340     0     0  con    0  1.0D+00  1.8D-02  3.686D-05  4.550D-01
 1299 1341     0     0  con    0  1.0D+00  3.0D-02  2.974D-05  4.550D-01
 1300 1342     0     0  con    0  1.0D+00  5.1D-02  3.194D-05  4.550D-01
 1301 1343     0     0  con    0  1.0D+00  1.4D-01  1.037D-04  4.550D-01
 1302 1344     0     0  con    0  1.0D+00  5.1D-02  8.262D-05  4.550D-01
 1303 1345     0     0  con    0  1.0D+00  5.6D-02  9.302D-05  4.550D-01
 1304 1346     0     0  con    0  1.0D+00  1.6D-01  1.196D-04  4.550D-01
 1305 1347     0     0  con    0  1.0D+00  2.8D-01  1.217D-04  4.550D-01
 1306 1349     0     0  con    1  3.7D-01  2.1D-01  1.105D-04  4.550D-01
 1307 1350     0     0  con    0  1.0D+00  1.2D-01  6.586D-05  4.550D-01
 1308 1351     0     0  con    0  1.0D+00  3.4D-03  3.959D-05  4.550D-01
 1309 1352     0     0  con    0  1.0D+00  1.8D-02  2.780D-05  4.550D-01
 1310 1353     0     0  con    0  1.0D+00  1.8D-02  1.845D-05  4.550D-01
 1311 1354     0     0  con    0  1.0D+00  2.5D-02  3.170D-05  4.550D-01
 1312 1355     0     0  con    0  1.0D+00  3.1D-02  5.329D-05  4.550D-01
 1313 1356     0     0  con    0  1.0D+00  2.8D-02  4.888D-05  4.550D-01
 1314 1357     0     0  con    0  1.0D+00  6.4D-02  3.293D-05  4.550D-01
 1315 1358     0     0  con    0  1.0D+00  4.2D-02  3.331D-05  4.550D-01
 1316 1359     0     0  con    0  1.0D+00  3.5D-02  3.147D-05  4.550D-01
 1317 1360     0     0  con    0  1.0D+00  2.8D-02  3.774D-05  4.550D-01
